Fecha_Atencion,Adulto_NNA_NNAnA,Sexo,Fecha_Nacimiento,Edad,Pais_Origen,Departamento_Estado,Estado_Civil,Tipo_Poblacion,Hijos,Leer_Escribir,Grado_Estudio,Idiomas_Domina,Fecha_Salida_Pais_Origen,Viajo_Con_Alguien,Abuso_Derechos_Humanos_Antes_Mexico,Abuso_Derechos_Humanos_Al_Llegar_Mexico,Pago_Guia_Viajar,Fecha_Ingreso_Mexico,Ingreso_Mexico_Por,Destino_Final,Red_Apoyo_Mexico,Intento_Ingreso_EUA,Red_Apoyo_EUA,Estuvo_Estacion_Migratoria,Puso_Denuncia_Formal,Puede_Regresar_Pais,Tiene_Enfermedad,Padece_Alergia,Estuvo_Otro_Albergue_Mexico,Albergue_Casa_Monarca,Servicios_Brindados,Hospedado_Actualmente
2023-03-14,Adolescente acompañado,Mujer,2008-01-10,20,Ciudad del Vaticano,Estado2,Union Libre,MPP,Si,Si,Bachillerato Técnico,Garífona,2020-03-17,Si,No,No,No,2015-10-21,Palenque,México,No,No,Si,Si,Si,Si,Si,Si,No,No,Ropa y calzado,No
2023-09-15,Niño acompañado,Mujer,1989-02-01,48,Gambia,Estado1,Soltero/Soltera,Desplazados Internos,Si,Si,Secundaria,Garífona,2019-10-30,No,Si,No,No,2015-09-17,Veracruz,Regresar a mi país de origen,Si,No,No,No,No,Si,No,No,No,Si,Ropa y calzado,No
2021-09-11,Niño acompañado,Hombre,2008-12-10,33,Gambia,Estado2,Soltero/Soltera,Tránsito,Si,Si,Secundaria,Inglés,2023-03-24,No,Si,No,Si,2023-10-04,Tabasco,México,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Orientación para acceder a servicios de salud,No
2023-10-26,Adolescente acompañado,Hombre,2006-12-16,55,Japón,Estado5,Soltero/Soltera,Tránsito,No,No,Primaria,Español,2018-12-16,No,No,No,No,2022-01-31,Reynosa,Estados Unidos,No,Si,No,No,Si,No,Si,Si,Si,No,Acceso a higiene (Regadera),No
2022-01-25,Adulto,Hombre,1997-10-30,28,Argelia,Estado4,Casado/Casada,Tránsito,Si,No,Bachillerato Técnico,Portuges,2020-07-08,Si,No,No,No,2016-04-25,Tenosoique,México,Si,Si,No,No,Si,Si,Si,Si,No,No,Orientación en la búsqueda de vivienda,No
2020-05-21,Niña acompañada,Hombre,2000-02-07,13,Albania,Estado3,Casado/Casada,Retornados,No,No,Bachillerato Técnico,Criollo Haitiano,2018-08-14,No,Si,Si,Si,2021-04-24,Veracruz,México,No,No,Si,Si,Si,Si,Si,No,No,No,Canalización a servicios pricológicos,No
2021-04-04,Adolescente no acompañado,Mujer,2009-05-09,35,Islandia,Estado5,Divorciada / Divorciado,Retornados,Si,No,Licenciatura,Criollo Haitiano,2020-05-08,Si,No,No,No,2015-06-04,Chiapas,Estados Unidos,Si,No,No,Si,No,Si,Si,No,Si,No,Orientación para acceder a servicios de salud,No
2020-04-05,Adulto,Hombre,1992-08-25,47,Ciudad del Vaticano,Estado3,Viuda/Viudo,Retornados,No,No,Sin escolarizar,Español,2019-12-30,No,Si,No,No,2022-07-11,Matamoros,Estados Unidos,Si,No,Si,No,Si,Si,Si,Si,No,No,Atención psicosocial,No
2020-08-22,Adulto,Mujer,1972-05-17,51,Emiratos Árabes Unidos,Estado1,Viuda/Viudo,Desplazados Internos,Si,No,Preescolar,Frances,2022-10-09,Si,No,No,Si,2016-12-15,Tenosoique,México,Si,Si,No,No,No,No,No,Si,Si,No,Orientación para acceder a servicios de salud,No
2023-06-10,Niño no acompañado,Mujer,1978-06-10,41,Bangladés,Estado1,Viuda/Viudo,Retornados,Si,No,Sin escolarizar,Inglés,2023-03-17,No,No,No,No,2021-07-26,Palenque,Estados Unidos,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Ropa y calzado,No
2022-02-06,Adolescente no acompañado,Hombre,2003-03-22,48,Jordania,Estado1,Union Libre,MPP,Si,Si,Secundaria,Español,2020-05-12,No,Si,Si,No,2015-05-22,Chetumal,Estados Unidos,No,Si,No,No,Si,Si,No,No,Si,No,Orientación en búsqueda de empleo,No
2020-03-07,Adolescente no acompañado,Mujer,1980-01-23,54,Etiopía,Estado3,Union Libre,Tránsito,No,Si,Primaria,Criollo Haitiano,2018-08-31,Si,Si,No,No,2021-09-13,Palenque,Regresar a mi país de origen,No,Si,No,No,Si,Si,Si,No,No,Si,Canalización a servicios pricológicos,No
2022-02-12,Adulto,Mujer,2004-11-17,55,Croacia,Estado5,Divorciada / Divorciado,Desplazados Internos,No,No,Licenciatura,Garífona,2023-08-31,No,No,Si,Si,2022-09-02,Veracruz,Estados Unidos,No,Si,Si,No,No,No,No,No,Si,Si,Atención psicosocial,No
2023-03-21,Niña no acompañada,Mujer,2005-10-22,45,Burundi,Estado1,Union Libre,Tránsito,No,Si,Preparatoria,Criollo Haitiano,2018-11-07,No,No,Si,Si,2019-05-18,Tabasco,Estados Unidos,Si,Si,No,Si,Si,No,No,Si,Si,No,Orientación legal,No
2023-07-23,Niño no acompañado,Mujer,2007-02-12,49,Austria,Estado5,Viuda/Viudo,Retornados,No,Si,Secundaria,Garífona,2017-04-24,Si,No,No,No,2020-07-31,Tapachula,México,Si,No,No,No,Si,Si,No,Si,No,Si,Canalización a servicios pricológicos,No
2022-12-28,Niño no acompañado,Hombre,1984-01-03,46,Canadá,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Preescolar,Inglés,2018-02-05,Si,No,No,No,2018-01-23,Tabasco,México,No,No,No,No,Si,No,Si,No,Si,No,Asesoría legal,No
2022-03-23,Niño acompañado,Hombre,1961-04-01,42,Australia,Estado5,Soltero/Soltera,Refugiados,Si,Si,Bachillerato Técnico,Garífona,2017-09-11,Si,No,Si,Si,2022-03-26,Matamoros,Regresar a mi país de origen,No,No,Si,No,No,No,Si,Si,Si,Si,Agua y alimento,No
2022-01-16,Adolescente no acompañado,Mujer,2000-01-31,45,Finlandia,Estado3,Union Libre,MPP,Si,Si,Primaria,Español,2020-02-28,Si,Si,No,Si,2015-08-03,Veracruz,México,No,Si,Si,No,No,Si,Si,Si,Si,No,Orientación para acceder a servicios de salud,No
2020-12-04,Adulto,Hombre,2004-12-27,12,Dinamarca,Estado3,Casado/Casada,Retornados,No,No,Secundaria,Garífona,2016-07-23,Si,No,No,No,2019-01-26,Tapachula,Estados Unidos,No,No,Si,Si,Si,No,Si,Si,No,Si,Kit de higiene,No
2023-04-11,Niño acompañado,Hombre,1973-03-28,18,Irlanda,Estado4,Casado/Casada,Retornados,Si,Si,Preparatoria,Frances,2015-07-28,No,No,Si,Si,2016-11-10,Tenosoique,Estados Unidos,Si,No,Si,Si,No,Si,Si,Si,No,No,Orientación para acceder a servicios de salud,No
2022-03-19,Adolescente acompañado,Hombre,1979-08-17,17,Bielorrusia,Estado3,Soltero/Soltera,MPP,No,No,Preescolar,Español,2016-04-13,Si,Si,Si,No,2017-10-26,Tapachula,Estados Unidos,No,No,No,No,Si,Si,Si,Si,Si,No,Alimento,No
2023-10-11,Niña acompañada,Hombre,1982-04-15,42,Georgia,Estado3,Soltero/Soltera,MPP,No,No,Preescolar,Inglés,2018-08-21,No,Si,No,No,2018-12-24,Matamoros,México,Si,Si,No,No,Si,No,No,No,No,Si,Alimento,No
2023-12-04,Niño no acompañado,Hombre,2005-11-14,15,Croacia,Estado2,Soltero/Soltera,Refugiados,No,Si,Licenciatura,Español,2017-08-10,No,Si,No,Si,2022-11-19,Reynosa,Estados Unidos,No,Si,No,No,No,No,No,No,Si,Si,Orientación a servicios prisológicos,No
2022-03-08,Adolescente acompañado,Mujer,1981-01-11,50,Benín,Estado1,Casado/Casada,Retornados,No,Si,Secundaria,Frances,2019-04-13,Si,No,No,Si,2015-01-14,Chiapas,Estados Unidos,Si,No,Si,Si,Si,No,No,No,Si,No,Orientación legal,Si
2022-06-28,Adolescente acompañado,Hombre,1993-07-28,48,Gabón,Estado4,Viuda/Viudo,Retornados,No,Si,Preparatoria,Inglés,2018-10-07,No,Si,Si,No,2021-04-16,Tabasco,Regresar a mi país de origen,No,Si,Si,Si,Si,No,Si,No,No,Si,Orientación para acceder a servicios de salud,Si
2022-08-15,Niña no acompañada,Hombre,1991-04-27,13,Corea del Norte,Estado4,Soltero/Soltera,Tránsito,Si,No,Preescolar,Criollo Haitiano,2019-10-21,No,Si,No,No,2017-02-14,Veracruz,Regresar a mi país de origen,No,Si,No,No,No,No,Si,No,No,No,Atención psicosocial,No
2023-05-10,Niña acompañada,Hombre,1985-02-01,22,Camboya,Estado4,Divorciada / Divorciado,Desplazados Internos,No,No,Primaria,Frances,2019-07-19,Si,Si,Si,Si,2016-03-06,Matamoros,Regresar a mi país de origen,Si,Si,No,No,No,No,No,Si,Si,Si,Atención psicosocial,No
2021-04-30,Adolescente acompañado,Hombre,1979-09-05,58,Guatemala,Estado2,Soltero/Soltera,Desplazados Internos,No,No,Preescolar,Inglés,2020-10-30,No,Si,Si,No,2018-09-24,Chetumal,México,Si,Si,No,Si,No,Si,Si,Si,No,No,Orientación a servicios prisológicos,No
2022-11-23,Adolescente acompañado,Mujer,1974-10-30,11,Estonia,Estado3,Separado/Separada,Tránsito,Si,Si,Preparatoria,Garífona,2019-12-13,Si,No,No,Si,2021-05-18,Chiapas,Estados Unidos,No,No,Si,No,No,No,Si,Si,No,Si,Orientación en el acceso a la educación,No
2023-03-03,Niña acompañada,Mujer,1978-03-07,14,Argentina,Estado1,Soltero/Soltera,Desplazados Internos,No,Si,Bachillerato Técnico,Español,2021-09-29,Si,No,Si,Si,2016-10-11,Matamoros,Estados Unidos,Si,Si,No,No,Si,Si,Si,No,No,No,Ropa y calzado,No
2022-09-07,Niña acompañada,Mujer,2009-01-09,53,Gambia,Estado5,Casado/Casada,MPP,No,No,Bachillerato Técnico,Inglés,2018-05-07,Si,No,No,Si,2022-03-31,Chetumal,Estados Unidos,No,No,No,Si,Si,No,No,Si,Si,Si,Alimento,No
2023-10-07,Adolescente acompañado,Mujer,1970-09-20,36,Canadá,Estado3,Union Libre,Desplazados Internos,Si,Si,Licenciatura,Español,2016-07-31,No,Si,No,Si,2019-03-02,Chetumal,Regresar a mi país de origen,Si,No,Si,Si,Si,No,No,Si,Si,No,Orientación en la búsqueda de vivienda,No
2022-07-19,Niña acompañada,Hombre,1976-03-05,41,India,Estado2,Soltero/Soltera,Desplazados Internos,Si,Si,Secundaria,Garífona,2020-09-20,No,Si,Si,Si,2020-06-18,Chetumal,Estados Unidos,No,Si,Si,Si,Si,No,Si,Si,No,Si,Kit de higiene,No
2022-04-21,Adolescente acompañado,Mujer,1988-02-08,30,Kuwait,Estado3,Union Libre,Tránsito,Si,No,Preparatoria,Inglés,2015-05-18,No,Si,No,No,2017-01-24,Reynosa,Estados Unidos,No,Si,No,Si,Si,No,No,No,Si,No,Orientación para acceder a servicios de salud,No
2020-06-14,Adolescente acompañado,Hombre,2003-10-12,17,Islas Salomón,Estado3,Separado/Separada,Refugiados,No,No,Licenciatura,Criollo Haitiano,2023-05-24,No,Si,Si,Si,2022-02-16,Tapachula,Estados Unidos,No,Si,Si,Si,Si,No,No,Si,Si,Si,Agua y alimento,No
2022-08-24,Niña no acompañada,Hombre,1990-03-29,47,Kirguistán,Estado2,Divorciada / Divorciado,Desplazados Internos,Si,Si,Sin escolarizar,Frances,2015-12-24,Si,Si,Si,Si,2017-06-11,Palenque,Estados Unidos,No,No,No,No,Si,Si,Si,Si,No,Si,Orientación en búsqueda de empleo,No
2023-10-20,Adulto,Hombre,2008-11-24,17,Fiyi,Estado4,Union Libre,Desplazados Internos,Si,No,Preescolar,Inglés,2017-03-22,No,Si,No,Si,2022-09-04,Tabasco,Estados Unidos,No,No,No,Si,Si,Si,Si,No,Si,No,Atención psicosocial,No
2020-12-29,Adolescente acompañado,Hombre,1980-06-15,59,Argelia,Estado4,Viuda/Viudo,Refugiados,Si,Si,Sin escolarizar,Garífona,2018-02-02,Si,No,No,Si,2018-07-29,Chetumal,México,No,No,No,Si,No,Si,No,No,No,Si,Atención psicosocial,No
2020-01-31,Niño acompañado,Hombre,2005-09-01,12,Corea del Sur,Estado1,Soltero/Soltera,Tránsito,No,No,Preescolar,Inglés,2023-05-01,No,No,No,Si,2019-03-13,Matamoros,Estados Unidos,No,No,No,Si,Si,No,No,Si,Si,Si,Atención psicosocial,No
2023-07-11,Niño no acompañado,Mujer,1986-07-13,53,Islas Marshall,Estado1,Separado/Separada,Refugiados,Si,No,Bachillerato Técnico,Español,2020-07-27,No,Si,No,Si,2020-02-05,Tenosoique,México,No,No,Si,Si,Si,No,Si,No,Si,No,Orientación legal,No
2023-05-30,Adolescente no acompañado,Mujer,1989-01-29,12,Costa Rica,Estado4,Separado/Separada,Tránsito,No,No,Licenciatura,Portuges,2017-07-17,No,No,Si,Si,2019-12-24,Tenosoique,Estados Unidos,Si,No,Si,Si,Si,No,Si,Si,No,No,Atención psicosocial,No
2021-03-30,Adulto,Mujer,1978-03-13,31,Chipre,Estado5,Union Libre,MPP,No,Si,Bachillerato Técnico,Inglés,2019-12-01,No,Si,Si,No,2020-03-19,Veracruz,México,Si,No,Si,Si,Si,Si,Si,No,Si,No,Orientación en la búsqueda de vivienda,No
2020-03-28,Adulto,Mujer,1979-12-06,15,Guinea-Bisáu,Estado3,Divorciada / Divorciado,Tránsito,Si,Si,Primaria,Criollo Haitiano,2018-09-07,No,Si,Si,No,2015-08-23,Chetumal,Estados Unidos,Si,Si,No,No,Si,Si,No,Si,No,No,Kit de higiene,No
2022-10-10,Adulto,Hombre,1980-07-27,11,El Salvador,Estado5,Casado/Casada,MPP,No,No,Sin escolarizar,Inglés,2016-11-28,Si,No,No,No,2017-12-03,Matamoros,Estados Unidos,No,No,No,Si,No,No,No,Si,Si,Si,Orientación en el acceso a la educación,No
2020-06-12,Niña no acompañada,Mujer,2003-08-01,32,Guinea-Bisáu,Estado3,Soltero/Soltera,MPP,No,No,Sin escolarizar,Frances,2016-03-04,No,Si,Si,No,2020-11-18,Chetumal,Estados Unidos,No,No,No,No,No,Si,Si,No,Si,Si,Orientación en el acceso a la educación,No
2021-11-25,Adolescente acompañado,Hombre,2005-03-20,53,Costa de Marfil,Estado4,Separado/Separada,Tránsito,Si,No,Bachillerato Técnico,Inglés,2018-08-28,No,No,Si,Si,2021-06-06,Reynosa,Estados Unidos,No,No,Si,No,No,No,Si,No,Si,Si,Kit de higiene,No
2023-07-20,Niña no acompañada,Mujer,2006-01-26,11,Costa Rica,Estado1,Divorciada / Divorciado,Retornados,No,Si,Primaria,Portuges,2015-01-09,No,Si,No,No,2019-07-22,Chetumal,Regresar a mi país de origen,Si,No,Si,Si,Si,No,Si,No,No,No,Orientación para acceder a servicios de salud,No
2021-04-22,Adolescente acompañado,Hombre,1962-06-26,47,Bahréin,Estado1,Viuda/Viudo,Tránsito,Si,No,Preescolar,Español,2016-06-11,No,Si,No,Si,2021-11-09,Tabasco,Estados Unidos,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Agua y alimento,Si
2022-01-06,Niña no acompañada,Hombre,1962-03-27,26,Belice,Estado5,Separado/Separada,Desplazados Internos,No,No,Licenciatura,Inglés,2017-11-04,Si,No,No,No,2015-07-28,Tenosoique,México,Si,No,Si,No,Si,Si,No,Si,Si,Si,Ropa y calzado,No
2021-09-13,Niña no acompañada,Mujer,1978-07-01,44,Brasil,Estado1,Divorciada / Divorciado,Desplazados Internos,No,No,Primaria,Criollo Haitiano,2023-12-21,No,Si,Si,No,2023-08-05,Chetumal,Regresar a mi país de origen,Si,No,Si,No,Si,Si,Si,No,No,No,Orientación en búsqueda de empleo,No
2022-02-19,Niño no acompañado,Hombre,1968-08-03,43,Ecuador,Estado4,Casado/Casada,Retornados,Si,No,Licenciatura,Garífona,2021-12-18,Si,Si,No,Si,2023-07-13,Tabasco,Regresar a mi país de origen,Si,Si,Si,No,No,Si,Si,Si,No,Si,Acceso a higiene (Regadera),No
2020-02-01,Niño acompañado,Hombre,1985-10-04,32,Jordania,Estado5,Casado/Casada,MPP,Si,Si,Sin escolarizar,Inglés,2022-10-25,No,Si,Si,Si,2023-04-24,Tabasco,Estados Unidos,No,Si,Si,Si,No,No,No,Si,Si,Si,Acceso a higiene (Regadera),No
2021-08-19,Niña no acompañada,Mujer,1973-01-25,39,Birmania (Myanmar),Estado3,Separado/Separada,Retornados,No,Si,Licenciatura,Inglés,2022-03-19,Si,No,Si,No,2018-12-14,Tapachula,México,Si,No,No,No,Si,No,Si,Si,No,No,Atención psicosocial,No
2023-04-21,Niño no acompañado,Hombre,1993-05-19,17,Bielorrusia,Estado1,Separado/Separada,Desplazados Internos,No,No,Sin escolarizar,Frances,2019-01-15,Si,Si,Si,No,2019-01-22,Tabasco,México,No,No,Si,Si,Si,Si,No,No,No,Si,Orientación legal,No
2022-07-15,Niña acompañada,Mujer,1960-03-13,31,Dominica,Estado2,Union Libre,Retornados,Si,Si,Primaria,Criollo Haitiano,2019-09-28,Si,Si,Si,No,2017-02-06,Tenosoique,Regresar a mi país de origen,No,No,No,Si,No,Si,No,Si,No,No,Orientación para acceder a servicios de salud,No
2022-07-07,Niño acompañado,Mujer,1998-07-29,53,Chile,Estado1,Soltero/Soltera,Tránsito,No,Si,Sin escolarizar,Portuges,2023-03-29,Si,Si,Si,No,2015-01-12,Veracruz,México,No,No,Si,No,No,Si,No,Si,No,No,Orientación en el acceso a la educación,No
2020-07-31,Niña no acompañada,Mujer,1966-08-22,45,Benín,Estado3,Divorciada / Divorciado,Retornados,No,Si,Secundaria,Garífona,2016-07-17,Si,No,No,Si,2017-07-16,Reynosa,Estados Unidos,Si,No,No,Si,No,Si,Si,No,Si,Si,Acceso a higiene (Regadera),No
2023-07-09,Adolescente no acompañado,Hombre,1994-07-15,14,Burkina Faso,Estado5,Separado/Separada,MPP,No,No,Sin escolarizar,Español,2015-05-13,No,No,Si,No,2018-12-05,Tenosoique,Estados Unidos,Si,No,No,Si,No,No,No,Si,No,Si,Orientación en el acceso a la educación,No
2020-02-28,Adulto,Hombre,1971-12-14,22,Dominica,Estado3,Soltero/Soltera,Tránsito,No,Si,Bachillerato Técnico,Inglés,2019-10-09,Si,No,No,No,2023-09-12,Matamoros,Estados Unidos,No,Si,Si,No,No,No,Si,Si,Si,Si,Acceso a higiene (Regadera),No
2022-07-11,Niña acompañada,Hombre,1998-09-15,38,Andorra,Estado2,Union Libre,Refugiados,Si,Si,Primaria,Portuges,2018-02-28,No,No,Si,No,2018-03-09,Veracruz,Estados Unidos,Si,Si,No,No,No,No,No,Si,Si,No,Orientación en el acceso a la educación,No
2021-11-22,Niña acompañada,Mujer,1983-04-25,40,Emiratos Árabes Unidos,Estado4,Soltero/Soltera,Desplazados Internos,Si,Si,Preescolar,Garífona,2016-02-24,Si,No,Si,No,2022-04-01,Tabasco,Estados Unidos,Si,No,No,Si,No,No,No,No,Si,No,Orientación legal,No
2021-11-03,Niño no acompañado,Hombre,1979-03-02,56,Granada,Estado1,Separado/Separada,Desplazados Internos,Si,No,Licenciatura,Español,2021-03-07,Si,Si,No,No,2018-04-10,Chetumal,Regresar a mi país de origen,No,No,Si,No,Si,No,No,Si,No,Si,Orientación legal,No
2022-09-19,Niña acompañada,Mujer,1981-06-10,25,Japón,Estado5,Casado/Casada,Retornados,Si,No,Preparatoria,Portuges,2020-04-06,No,No,Si,Si,2020-07-19,Tapachula,Estados Unidos,No,No,No,Si,Si,No,Si,Si,No,Si,Ropa y calzado,Si
2022-04-17,Niño acompañado,Mujer,1990-08-29,51,Bulgaria,Estado4,Divorciada / Divorciado,Tránsito,Si,Si,Primaria,Criollo Haitiano,2018-11-14,Si,No,Si,Si,2018-11-20,Veracruz,Estados Unidos,No,Si,Si,No,No,No,Si,Si,Si,No,Orientación legal,No
2023-01-14,Niña no acompañada,Hombre,1963-11-22,39,Andorra,Estado3,Divorciada / Divorciado,Refugiados,Si,Si,Bachillerato Técnico,Criollo Haitiano,2023-08-16,Si,Si,No,Si,2016-02-29,Matamoros,Regresar a mi país de origen,No,No,No,No,Si,Si,No,No,Si,Si,Alimento,No
2021-07-24,Niña no acompañada,Mujer,1962-04-15,25,Birmania (Myanmar),Estado5,Casado/Casada,Tránsito,No,No,Sin escolarizar,Garífona,2019-11-02,Si,No,No,Si,2022-06-06,Matamoros,Regresar a mi país de origen,No,Si,Si,No,No,No,Si,No,No,Si,Orientación a servicios prisológicos,No
2022-11-09,Adolescente no acompañado,Hombre,1960-12-06,21,Guinea-Bisáu,Estado4,Separado/Separada,Desplazados Internos,Si,No,Licenciatura,Español,2021-05-25,Si,Si,Si,Si,2015-01-11,Veracruz,Regresar a mi país de origen,Si,Si,Si,No,Si,Si,No,No,No,No,Orientación legal,No
2020-08-24,Adulto,Hombre,1976-11-29,26,Corea del Sur,Estado5,Divorciada / Divorciado,Tránsito,No,Si,Secundaria,Criollo Haitiano,2021-03-27,No,No,Si,No,2023-02-19,Tapachula,México,No,No,Si,Si,No,Si,No,Si,Si,Si,Orientación legal,No
2022-09-26,Niño no acompañado,Hombre,1990-08-05,25,Gabón,Estado2,Separado/Separada,Refugiados,No,Si,Preescolar,Garífona,2018-09-14,Si,Si,Si,Si,2023-10-13,Tabasco,México,Si,Si,Si,No,Si,Si,No,Si,No,Si,Orientación en búsqueda de empleo,No
2020-10-03,Adulto,Hombre,2008-05-01,21,Islandia,Estado2,Union Libre,Retornados,No,No,Secundaria,Criollo Haitiano,2017-01-24,Si,Si,No,Si,2022-08-07,Matamoros,Estados Unidos,Si,No,Si,Si,No,No,No,Si,No,Si,Agua y alimento,No
2020-08-02,Niña acompañada,Hombre,2004-01-03,17,Francia,Estado1,Separado/Separada,MPP,Si,No,Preparatoria,Criollo Haitiano,2023-12-20,No,No,Si,No,2022-11-03,Tabasco,Estados Unidos,No,Si,No,Si,Si,No,Si,Si,Si,Si,Atención psicosocial,No
2020-05-18,Adolescente no acompañado,Mujer,2005-10-15,29,Islas Salomón,Estado1,Soltero/Soltera,Tránsito,No,Si,Primaria,Portuges,2017-02-11,No,No,No,Si,2022-06-14,Matamoros,Estados Unidos,No,No,No,No,Si,No,No,Si,No,No,Asesoría legal,No
2023-01-17,Adulto,Mujer,1991-11-29,12,Camerún,Estado2,Casado/Casada,MPP,Si,No,Licenciatura,Portuges,2022-12-12,Si,Si,No,Si,2018-06-03,Veracruz,México,Si,No,Si,No,No,No,Si,No,No,No,Canalización a servicios pricológicos,No
2020-01-19,Niño acompañado,Mujer,2002-06-08,25,Jamaica,Estado5,Separado/Separada,Desplazados Internos,No,Si,Primaria,Criollo Haitiano,2023-12-10,Si,Si,Si,Si,2017-10-07,Chetumal,Estados Unidos,No,Si,No,No,No,Si,No,Si,Si,No,Canalización a servicios pricológicos,No
2020-01-30,Niña no acompañada,Hombre,1968-02-03,39,Emiratos Árabes Unidos,Estado2,Union Libre,Retornados,No,Si,Bachillerato Técnico,Frances,2020-08-14,No,Si,No,Si,2022-08-13,Tenosoique,Estados Unidos,Si,Si,No,No,No,No,No,Si,No,No,Kit de higiene,No
2021-12-20,Niña acompañada,Hombre,1981-12-21,54,Afganistán,Estado1,Viuda/Viudo,Retornados,Si,Si,Primaria,Portuges,2019-12-29,Si,Si,Si,No,2023-06-09,Reynosa,México,No,Si,No,No,Si,Si,No,No,Si,Si,Acceso a higiene (Regadera),Si
2021-11-06,Adolescente no acompañado,Hombre,1968-04-01,32,Grecia,Estado2,Casado/Casada,Tránsito,No,No,Preescolar,Español,2018-01-25,No,Si,Si,No,2022-01-27,Matamoros,Regresar a mi país de origen,No,No,Si,Si,Si,No,No,No,No,Si,Asesoría legal,No
2022-03-16,Adulto,Mujer,2000-10-24,37,Islas Marshall,Estado2,Divorciada / Divorciado,Retornados,No,Si,Preparatoria,Garífona,2018-07-16,Si,Si,No,Si,2017-07-13,Chiapas,México,Si,Si,Si,No,Si,No,No,Si,Si,Si,Canalización a servicios pricológicos,No
2021-11-14,Niño no acompañado,Hombre,1993-12-06,49,Chile,Estado5,Soltero/Soltera,Tránsito,No,Si,Secundaria,Garífona,2020-02-16,No,Si,No,No,2016-10-20,Palenque,Estados Unidos,Si,Si,No,Si,Si,Si,Si,No,No,Si,Kit de higiene,No
2020-04-28,Niño acompañado,Mujer,2003-04-16,14,Antigua y Barbuda,Estado4,Divorciada / Divorciado,Tránsito,No,No,Preparatoria,Español,2022-02-01,No,No,No,Si,2021-10-17,Chetumal,México,No,No,Si,Si,No,Si,Si,No,Si,No,Ropa y calzado,No
2021-09-03,Niño acompañado,Mujer,2000-11-23,29,Islandia,Estado1,Union Libre,MPP,Si,No,Licenciatura,Español,2017-01-23,No,Si,No,No,2023-08-20,Chiapas,Regresar a mi país de origen,No,No,Si,Si,No,Si,No,No,No,Si,Orientación para acceder a servicios de salud,No
2021-07-15,Adulto,Hombre,1974-02-01,49,Botsuana,Estado5,Union Libre,Retornados,No,Si,Primaria,Español,2020-02-06,Si,No,No,No,2020-04-15,Tabasco,Regresar a mi país de origen,No,Si,No,Si,Si,No,Si,Si,No,Si,Orientación en la búsqueda de vivienda,No
2020-04-04,Niña no acompañada,Hombre,1974-02-21,53,Indonesia,Estado2,Divorciada / Divorciado,Tránsito,No,Si,Licenciatura,Español,2019-04-29,Si,No,No,No,2017-05-09,Reynosa,Regresar a mi país de origen,Si,Si,Si,No,No,No,Si,No,No,No,Orientación para acceder a servicios de salud,Si
2021-08-15,Adulto,Mujer,1971-07-02,10,Barbados,Estado2,Casado/Casada,MPP,Si,No,Secundaria,Inglés,2018-07-14,Si,Si,Si,No,2023-10-26,Tapachula,Regresar a mi país de origen,No,Si,Si,No,No,Si,No,Si,Si,No,Agua y alimento,No
2021-04-20,Niña acompañada,Hombre,2006-03-04,39,Estonia,Estado4,Divorciada / Divorciado,Refugiados,No,No,Licenciatura,Garífona,2016-08-19,Si,Si,Si,No,2019-06-29,Tapachula,Regresar a mi país de origen,No,No,Si,Si,No,No,No,No,No,No,Acceso a higiene (Regadera),No
2022-01-22,Adulto,Mujer,1990-06-07,30,Austria,Estado1,Separado/Separada,MPP,No,No,Bachillerato Técnico,Inglés,2022-06-17,No,No,Si,No,2016-06-14,Reynosa,Regresar a mi país de origen,No,No,Si,Si,No,Si,No,Si,Si,Si,Orientación legal,Si
2023-08-24,Niño acompañado,Hombre,1993-07-09,29,Antigua y Barbuda,Estado1,Divorciada / Divorciado,MPP,No,Si,Preparatoria,Criollo Haitiano,2015-03-23,No,Si,No,No,2019-08-14,Chetumal,Estados Unidos,No,Si,Si,No,Si,No,No,Si,No,No,Orientación a servicios prisológicos,No
2022-06-16,Adolescente no acompañado,Hombre,1992-07-26,15,Italia,Estado3,Soltero/Soltera,Tránsito,No,Si,Secundaria,Criollo Haitiano,2020-10-02,No,Si,No,No,2015-06-25,Chetumal,Estados Unidos,Si,No,No,Si,No,Si,Si,Si,No,Si,Asesoría legal,Si
2023-05-09,Adulto,Mujer,1985-03-24,31,Brunéi,Estado1,Soltero/Soltera,Desplazados Internos,Si,Si,Secundaria,Garífona,2022-03-11,Si,No,No,No,2019-11-12,Reynosa,México,Si,Si,Si,No,No,Si,Si,No,No,Si,Orientación para acceder a servicios de salud,No
2020-02-04,Niña no acompañada,Hombre,1976-02-19,27,Argelia,Estado4,Viuda/Viudo,Desplazados Internos,No,No,Sin escolarizar,Criollo Haitiano,2021-10-09,Si,No,Si,No,2021-03-15,Chetumal,Estados Unidos,Si,Si,Si,Si,No,No,Si,No,No,No,Orientación en el acceso a la educación,No
2020-11-16,Adolescente no acompañado,Mujer,2009-01-21,17,Irak,Estado3,Soltero/Soltera,Desplazados Internos,Si,Si,Secundaria,Español,2020-05-16,Si,No,Si,No,2019-03-01,Reynosa,Regresar a mi país de origen,No,No,No,No,Si,Si,Si,No,No,No,Atención psicosocial,No
